sensitive_attribute,subgroup,target_value,within_subgroup_rate
income_poverty_ratio,1.14,1.0,0.0
income_poverty_ratio,1.14,2.0,0.6
income_poverty_ratio,1.14,3.0,0.2
income_poverty_ratio,1.15,0.0,0.3448275862068966
income_poverty_ratio,1.15,1.0,0.06896551724137931
income_poverty_ratio,1.15,2.0,0.41379310344827586
income_poverty_ratio,1.15,3.0,0.1724137931034483
income_poverty_ratio,1.16,0.0,0.37254901960784315
income_poverty_ratio,1.16,1.0,0.0784313725490196
income_poverty_ratio,1.16,2.0,0.3333333333333333
income_poverty_ratio,1.16,3.0,0.21568627450980393
income_poverty_ratio,1.17,0.0,0.2777777777777778
income_poverty_ratio,1.17,1.0,0.0
income_poverty_ratio,1.17,2.0,0.5
income_poverty_ratio,1.17,3.0,0.2222222222222222
income_poverty_ratio,1.18,0.0,0.25
income_poverty_ratio,1.18,1.0,0.03125
income_poverty_ratio,1.18,2.0,0.59375
income_poverty_ratio,1.18,3.0,0.125
income_poverty_ratio,1.19,0.0,0.23404255319148937
income_poverty_ratio,1.19,1.0,0.0
income_poverty_ratio,1.19,2.0,0.3829787234042553
income_poverty_ratio,1.19,3.0,0.3829787234042553
income_poverty_ratio,1.2,0.0,0.23529411764705882
income_poverty_ratio,1.2,1.0,0.11764705882352941
income_poverty_ratio,1.2,2.0,0.4411764705882353
income_poverty_ratio,1.2,3.0,0.20588235294117646
income_poverty_ratio,1.21,0.0,0.4642857142857143
income_poverty_ratio,1.21,1.0,0.07142857142857142
income_poverty_ratio,1.21,2.0,0.39285714285714285
income_poverty_ratio,1.21,3.0,0.07142857142857142
income_poverty_ratio,1.22,0.0,0.2833333333333333
income_poverty_ratio,1.22,1.0,0.05
income_poverty_ratio,1.22,2.0,0.43333333333333335
income_poverty_ratio,1.22,3.0,0.23333333333333334
income_poverty_ratio,1.23,0.0,0.28205128205128205
income_poverty_ratio,1.23,1.0,0.0
income_poverty_ratio,1.23,2.0,0.358974358974359
income_poverty_ratio,1.23,3.0,0.358974358974359
income_poverty_ratio,1.24,0.0,0.23809523809523808
income_poverty_ratio,1.24,1.0,0.023809523809523808
income_poverty_ratio,1.24,2.0,0.40476190476190477
income_poverty_ratio,1.24,3.0,0.3333333333333333
income_poverty_ratio,1.25,0.0,0.40625
income_poverty_ratio,1.25,1.0,0.03125
income_poverty_ratio,1.25,2.0,0.28125
income_poverty_ratio,1.25,3.0,0.28125
income_poverty_ratio,1.26,0.0,0.5106382978723404
income_poverty_ratio,1.26,1.0,0.10638297872340426
income_poverty_ratio,1.26,2.0,0.2765957446808511
income_poverty_ratio,1.26,3.0,0.10638297872340426
income_poverty_ratio,1.27,0.0,0.2978723404255319
income_poverty_ratio,1.27,1.0,0.10638297872340426
income_poverty_ratio,1.27,2.0,0.3829787234042553
income_poverty_ratio,1.27,3.0,0.2127659574468085
income_poverty_ratio,1.28,0.0,0.4666666666666667
income_poverty_ratio,1.28,1.0,0.0
income_poverty_ratio,1.28,2.0,0.4
income_poverty_ratio,1.28,3.0,0.13333333333333333
income_poverty_ratio,1.29,0.0,0.2714285714285714
income_poverty_ratio,1.29,1.0,0.05714285714285714
income_poverty_ratio,1.29,2.0,0.4
income_poverty_ratio,1.29,3.0,0.2714285714285714
income_poverty_ratio,1.3,0.0,0.3333333333333333
income_poverty_ratio,1.3,1.0,0.047619047619047616
income_poverty_ratio,1.3,2.0,0.47619047619047616
income_poverty_ratio,1.3,3.0,0.14285714285714285
income_poverty_ratio,1.31,0.0,0.2777777777777778
income_poverty_ratio,1.31,1.0,0.05555555555555555
income_poverty_ratio,1.31,2.0,0.5555555555555556
income_poverty_ratio,1.31,3.0,0.1111111111111111
income_poverty_ratio,1.32,0.0,0.4444444444444444
income_poverty_ratio,1.32,1.0,0.0
income_poverty_ratio,1.32,2.0,0.2962962962962963
income_poverty_ratio,1.32,3.0,0.25925925925925924
income_poverty_ratio,1.33,0.0,0.25
income_poverty_ratio,1.33,1.0,0.16666666666666666
income_poverty_ratio,1.33,2.0,0.375
income_poverty_ratio,1.33,3.0,0.20833333333333334
income_poverty_ratio,1.34,0.0,0.29411764705882354
income_poverty_ratio,1.34,1.0,0.029411764705882353
income_poverty_ratio,1.34,2.0,0.4411764705882353
income_poverty_ratio,1.34,3.0,0.23529411764705882
income_poverty_ratio,1.35,0.0,0.2962962962962963
income_poverty_ratio,1.35,1.0,0.0
income_poverty_ratio,1.35,2.0,0.5555555555555556
income_poverty_ratio,1.35,3.0,0.14814814814814814
income_poverty_ratio,1.36,0.0,0.46875
income_poverty_ratio,1.36,1.0,0.03125
income_poverty_ratio,1.36,2.0,0.1875
income_poverty_ratio,1.36,3.0,0.3125
income_poverty_ratio,1.37,0.0,0.3
income_poverty_ratio,1.37,1.0,0.05
income_poverty_ratio,1.37,2.0,0.45
income_poverty_ratio,1.37,3.0,0.2
income_poverty_ratio,1.38,0.0,0.44
income_poverty_ratio,1.38,1.0,0.0
income_poverty_ratio,1.38,2.0,0.28
income_poverty_ratio,1.38,3.0,0.28
income_poverty_ratio,1.39,0.0,0.48484848484848486
income_poverty_ratio,1.39,1.0,0.030303030303030304
income_poverty_ratio,1.39,2.0,0.36363636363636365
income_poverty_ratio,1.39,3.0,0.12121212121212122
income_poverty_ratio,1.4,0.0,0.16666666666666666
income_poverty_ratio,1.4,1.0,0.08333333333333333
income_poverty_ratio,1.4,2.0,0.5
income_poverty_ratio,1.4,3.0,0.25
income_poverty_ratio,1.41,0.0,0.25
income_poverty_ratio,1.41,1.0,0.0
income_poverty_ratio,1.41,2.0,0.45
income_poverty_ratio,1.41,3.0,0.3
income_poverty_ratio,1.42,0.0,0.26666666666666666
income_poverty_ratio,1.42,1.0,0.2
income_poverty_ratio,1.42,2.0,0.26666666666666666
income_poverty_ratio,1.42,3.0,0.26666666666666666
income_poverty_ratio,1.43,0.0,0.4117647058823529
income_poverty_ratio,1.43,1.0,0.029411764705882353
income_poverty_ratio,1.43,2.0,0.3235294117647059
income_poverty_ratio,1.43,3.0,0.23529411764705882
income_poverty_ratio,1.44,0.0,0.2692307692307692
income_poverty_ratio,1.44,1.0,0.07692307692307693
income_poverty_ratio,1.44,2.0,0.4230769230769231
income_poverty_ratio,1.44,3.0,0.23076923076923078
income_poverty_ratio,1.45,0.0,0.42857142857142855
income_poverty_ratio,1.45,1.0,0.07142857142857142
income_poverty_ratio,1.45,2.0,0.2857142857142857
income_poverty_ratio,1.45,3.0,0.21428571428571427
income_poverty_ratio,1.46,0.0,0.17391304347826086
income_poverty_ratio,1.46,1.0,0.043478260869565216
income_poverty_ratio,1.46,2.0,0.5217391304347826
income_poverty_ratio,1.46,3.0,0.2608695652173913
income_poverty_ratio,1.47,0.0,0.3684210526315789
income_poverty_ratio,1.47,1.0,0.05263157894736842
income_poverty_ratio,1.47,2.0,0.5263157894736842
income_poverty_ratio,1.47,3.0,0.05263157894736842
income_poverty_ratio,1.48,0.0,0.26666666666666666
income_poverty_ratio,1.48,1.0,0.1
income_poverty_ratio,1.48,2.0,0.4666666666666667
income_poverty_ratio,1.48,3.0,0.16666666666666666
income_poverty_ratio,1.49,0.0,0.29545454545454547
income_poverty_ratio,1.49,1.0,0.045454545454545456
income_poverty_ratio,1.49,2.0,0.3409090909090909
income_poverty_ratio,1.49,3.0,0.3181818181818182
income_poverty_ratio,1.5,0.0,0.4117647058823529
income_poverty_ratio,1.5,1.0,0.0
income_poverty_ratio,1.5,2.0,0.35294117647058826
income_poverty_ratio,1.5,3.0,0.23529411764705882
income_poverty_ratio,1.51,0.0,0.3
income_poverty_ratio,1.51,1.0,0.05
income_poverty_ratio,1.51,2.0,0.45
income_poverty_ratio,1.51,3.0,0.2
income_poverty_ratio,1.52,0.0,0.4146341463414634
income_poverty_ratio,1.52,1.0,0.024390243902439025
income_poverty_ratio,1.52,2.0,0.36585365853658536
income_poverty_ratio,1.52,3.0,0.1951219512195122
income_poverty_ratio,1.53,0.0,0.10526315789473684
income_poverty_ratio,1.53,1.0,0.05263157894736842
income_poverty_ratio,1.53,2.0,0.6842105263157895
income_poverty_ratio,1.53,3.0,0.15789473684210525
income_poverty_ratio,1.54,0.0,0.39473684210526316
income_poverty_ratio,1.54,1.0,0.05263157894736842
income_poverty_ratio,1.54,2.0,0.3157894736842105
income_poverty_ratio,1.54,3.0,0.23684210526315788
income_poverty_ratio,1.55,0.0,0.5333333333333333
income_poverty_ratio,1.55,1.0,0.0
income_poverty_ratio,1.55,2.0,0.3333333333333333
income_poverty_ratio,1.55,3.0,0.13333333333333333
income_poverty_ratio,1.56,0.0,0.4583333333333333
income_poverty_ratio,1.56,1.0,0.0
income_poverty_ratio,1.56,2.0,0.3333333333333333
income_poverty_ratio,1.56,3.0,0.20833333333333334
income_poverty_ratio,1.57,0.0,0.43243243243243246
income_poverty_ratio,1.57,1.0,0.0
income_poverty_ratio,1.57,2.0,0.35135135135135137
income_poverty_ratio,1.57,3.0,0.21621621621621623
income_poverty_ratio,1.58,0.0,0.2727272727272727
income_poverty_ratio,1.58,1.0,0.09090909090909091
income_poverty_ratio,1.58,2.0,0.4090909090909091
income_poverty_ratio,1.58,3.0,0.22727272727272727
income_poverty_ratio,1.59,0.0,0.43333333333333335
income_poverty_ratio,1.59,1.0,0.0
income_poverty_ratio,1.59,2.0,0.36666666666666664
income_poverty_ratio,1.59,3.0,0.2
income_poverty_ratio,1.6,0.0,0.18181818181818182
income_poverty_ratio,1.6,1.0,0.09090909090909091
income_poverty_ratio,1.6,2.0,0.5454545454545454
income_poverty_ratio,1.6,3.0,0.18181818181818182
income_poverty_ratio,1.61,0.0,0.4375
income_poverty_ratio,1.61,1.0,0.0625
income_poverty_ratio,1.61,2.0,0.3125
income_poverty_ratio,1.61,3.0,0.1875
income_poverty_ratio,1.62,0.0,0.2857142857142857
income_poverty_ratio,1.62,1.0,0.047619047619047616
income_poverty_ratio,1.62,2.0,0.38095238095238093
income_poverty_ratio,1.62,3.0,0.2857142857142857
income_poverty_ratio,1.63,0.0,0.35714285714285715
income_poverty_ratio,1.63,1.0,0.0
income_poverty_ratio,1.63,2.0,0.4642857142857143
income_poverty_ratio,1.63,3.0,0.17857142857142858
income_poverty_ratio,1.64,0.0,0.2631578947368421
income_poverty_ratio,1.64,1.0,0.10526315789473684
income_poverty_ratio,1.64,2.0,0.42105263157894735
income_poverty_ratio,1.64,3.0,0.21052631578947367
income_poverty_ratio,1.65,0.0,0.47619047619047616
income_poverty_ratio,1.65,1.0,0.023809523809523808
income_poverty_ratio,1.65,2.0,0.3333333333333333
income_poverty_ratio,1.65,3.0,0.16666666666666666
income_poverty_ratio,1.66,0.0,0.3076923076923077
income_poverty_ratio,1.66,1.0,0.07692307692307693
income_poverty_ratio,1.66,2.0,0.38461538461538464
income_poverty_ratio,1.66,3.0,0.23076923076923078
income_poverty_ratio,1.67,0.0,0.23529411764705882
income_poverty_ratio,1.67,1.0,0.17647058823529413
income_poverty_ratio,1.67,2.0,0.4117647058823529
income_poverty_ratio,1.67,3.0,0.17647058823529413
income_poverty_ratio,1.68,0.0,0.4827586206896552
income_poverty_ratio,1.68,1.0,0.06896551724137931
income_poverty_ratio,1.68,2.0,0.3448275862068966
income_poverty_ratio,1.68,3.0,0.10344827586206896
income_poverty_ratio,1.69,0.0,0.32
income_poverty_ratio,1.69,1.0,0.0
income_poverty_ratio,1.69,2.0,0.4
income_poverty_ratio,1.69,3.0,0.28
income_poverty_ratio,1.7,0.0,0.525
income_poverty_ratio,1.7,1.0,0.05
income_poverty_ratio,1.7,2.0,0.25
income_poverty_ratio,1.7,3.0,0.175
income_poverty_ratio,1.71,0.0,0.3333333333333333
income_poverty_ratio,1.71,1.0,0.0
income_poverty_ratio,1.71,2.0,0.5
income_poverty_ratio,1.71,3.0,0.16666666666666666
income_poverty_ratio,1.72,0.0,0.45454545454545453
income_poverty_ratio,1.72,1.0,0.0
income_poverty_ratio,1.72,2.0,0.3181818181818182
income_poverty_ratio,1.72,3.0,0.22727272727272727
income_poverty_ratio,1.73,0.0,0.5714285714285714
income_poverty_ratio,1.73,1.0,0.0
income_poverty_ratio,1.73,2.0,0.35714285714285715
income_poverty_ratio,1.73,3.0,0.07142857142857142
income_poverty_ratio,1.74,0.0,0.3333333333333333
income_poverty_ratio,1.74,1.0,0.06060606060606061
income_poverty_ratio,1.74,2.0,0.30303030303030304
income_poverty_ratio,1.74,3.0,0.30303030303030304
income_poverty_ratio,1.75,0.0,0.2
income_poverty_ratio,1.75,1.0,0.1
income_poverty_ratio,1.75,2.0,0.45
income_poverty_ratio,1.75,3.0,0.25
income_poverty_ratio,1.76,0.0,0.16666666666666666
income_poverty_ratio,1.76,1.0,0.16666666666666666
income_poverty_ratio,1.76,2.0,0.4444444444444444
income_poverty_ratio,1.76,3.0,0.2222222222222222
income_poverty_ratio,1.77,0.0,0.23076923076923078
income_poverty_ratio,1.77,1.0,0.07692307692307693
income_poverty_ratio,1.77,2.0,0.38461538461538464
income_poverty_ratio,1.77,3.0,0.3076923076923077
income_poverty_ratio,1.78,0.0,0.5
income_poverty_ratio,1.78,1.0,0.0
income_poverty_ratio,1.78,2.0,0.375
income_poverty_ratio,1.78,3.0,0.125
income_poverty_ratio,1.79,0.0,0.2857142857142857
income_poverty_ratio,1.79,1.0,0.07142857142857142
income_poverty_ratio,1.79,2.0,0.38095238095238093
income_poverty_ratio,1.79,3.0,0.2619047619047619
income_poverty_ratio,1.8,0.0,0.3333333333333333
income_poverty_ratio,1.8,1.0,0.0
income_poverty_ratio,1.8,2.0,0.5833333333333334
income_poverty_ratio,1.8,3.0,0.08333333333333333
income_poverty_ratio,1.81,0.0,0.30434782608695654
income_poverty_ratio,1.81,1.0,0.043478260869565216
income_poverty_ratio,1.81,2.0,0.43478260869565216
income_poverty_ratio,1.81,3.0,0.21739130434782608
income_poverty_ratio,1.82,0.0,0.3
income_poverty_ratio,1.82,1.0,0.03333333333333333
income_poverty_ratio,1.82,2.0,0.3333333333333333
income_poverty_ratio,1.82,3.0,0.3333333333333333
income_poverty_ratio,1.83,0.0,0.3
income_poverty_ratio,1.83,1.0,0.05
income_poverty_ratio,1.83,2.0,0.45
income_poverty_ratio,1.83,3.0,0.2
income_poverty_ratio,1.84,0.0,0.3333333333333333
income_poverty_ratio,1.84,1.0,0.08333333333333333
income_poverty_ratio,1.84,2.0,0.5
income_poverty_ratio,1.84,3.0,0.08333333333333333
income_poverty_ratio,1.85,0.0,0.3939393939393939
income_poverty_ratio,1.85,1.0,0.0
income_poverty_ratio,1.85,2.0,0.45454545454545453
income_poverty_ratio,1.85,3.0,0.15151515151515152
income_poverty_ratio,1.86,0.0,0.2
income_poverty_ratio,1.86,1.0,0.0
income_poverty_ratio,1.86,2.0,0.2
income_poverty_ratio,1.86,3.0,0.6
income_poverty_ratio,1.87,0.0,0.47619047619047616
income_poverty_ratio,1.87,1.0,0.09523809523809523
income_poverty_ratio,1.87,2.0,0.23809523809523808
income_poverty_ratio,1.87,3.0,0.19047619047619047
income_poverty_ratio,1.88,0.0,0.26666666666666666
income_poverty_ratio,1.88,1.0,0.0
income_poverty_ratio,1.88,2.0,0.5333333333333333
income_poverty_ratio,1.88,3.0,0.2
income_poverty_ratio,1.89,0.0,0.4642857142857143
income_poverty_ratio,1.89,1.0,0.0
income_poverty_ratio,1.89,2.0,0.39285714285714285
income_poverty_ratio,1.89,3.0,0.14285714285714285
income_poverty_ratio,1.9,0.0,0.4444444444444444
income_poverty_ratio,1.9,1.0,0.1111111111111111
income_poverty_ratio,1.9,2.0,0.2222222222222222
income_poverty_ratio,1.9,3.0,0.2222222222222222
income_poverty_ratio,1.91,0.0,0.39473684210526316
income_poverty_ratio,1.91,1.0,0.05263157894736842
income_poverty_ratio,1.91,2.0,0.4473684210526316
income_poverty_ratio,1.91,3.0,0.10526315789473684
income_poverty_ratio,1.92,0.0,0.375
income_poverty_ratio,1.92,1.0,0.0625
income_poverty_ratio,1.92,2.0,0.25
income_poverty_ratio,1.92,3.0,0.3125
income_poverty_ratio,1.93,0.0,0.48148148148148145
income_poverty_ratio,1.93,1.0,0.07407407407407407
income_poverty_ratio,1.93,2.0,0.25925925925925924
income_poverty_ratio,1.93,3.0,0.18518518518518517
income_poverty_ratio,1.94,0.0,0.42105263157894735
income_poverty_ratio,1.94,1.0,0.10526315789473684
income_poverty_ratio,1.94,2.0,0.2631578947368421
income_poverty_ratio,1.94,3.0,0.21052631578947367
income_poverty_ratio,1.95,0.0,0.4166666666666667
income_poverty_ratio,1.95,1.0,0.08333333333333333
income_poverty_ratio,1.95,2.0,0.3333333333333333
income_poverty_ratio,1.95,3.0,0.16666666666666666
income_poverty_ratio,1.96,0.0,0.38461538461538464
income_poverty_ratio,1.96,1.0,0.07692307692307693
income_poverty_ratio,1.96,2.0,0.38461538461538464
income_poverty_ratio,1.96,3.0,0.15384615384615385
income_poverty_ratio,1.97,0.0,0.1111111111111111
income_poverty_ratio,1.97,1.0,0.05555555555555555
income_poverty_ratio,1.97,2.0,0.5
income_poverty_ratio,1.97,3.0,0.3333333333333333
income_poverty_ratio,1.98,0.0,0.6428571428571429
income_poverty_ratio,1.98,1.0,0.03571428571428571
income_poverty_ratio,1.98,2.0,0.17857142857142858
income_poverty_ratio,1.98,3.0,0.14285714285714285
income_poverty_ratio,1.99,0.0,0.42857142857142855
income_poverty_ratio,1.99,1.0,0.14285714285714285
income_poverty_ratio,1.99,2.0,0.42857142857142855
income_poverty_ratio,1.99,3.0,0.0
income_poverty_ratio,2.0,0.0,0.23529411764705882
income_poverty_ratio,2.0,1.0,0.11764705882352941
income_poverty_ratio,2.0,2.0,0.35294117647058826
income_poverty_ratio,2.0,3.0,0.29411764705882354
income_poverty_ratio,2.01,0.0,0.4444444444444444
income_poverty_ratio,2.01,1.0,0.0
income_poverty_ratio,2.01,2.0,0.3333333333333333
income_poverty_ratio,2.01,3.0,0.2222222222222222
income_poverty_ratio,2.02,0.0,0.37037037037037035
income_poverty_ratio,2.02,1.0,0.07407407407407407
income_poverty_ratio,2.02,2.0,0.4074074074074074
income_poverty_ratio,2.02,3.0,0.14814814814814814
income_poverty_ratio,2.03,0.0,0.2857142857142857
income_poverty_ratio,2.03,1.0,0.07142857142857142
income_poverty_ratio,2.03,2.0,0.35714285714285715
income_poverty_ratio,2.03,3.0,0.2857142857142857
income_poverty_ratio,2.04,0.0,0.5142857142857142
income_poverty_ratio,2.04,1.0,0.05714285714285714
income_poverty_ratio,2.04,2.0,0.17142857142857143
income_poverty_ratio,2.04,3.0,0.2571428571428571
income_poverty_ratio,2.05,0.0,0.2222222222222222
income_poverty_ratio,2.05,1.0,0.1111111111111111
income_poverty_ratio,2.05,2.0,0.4444444444444444
income_poverty_ratio,2.05,3.0,0.2222222222222222
income_poverty_ratio,2.06,0.0,0.38461538461538464
income_poverty_ratio,2.06,1.0,0.038461538461538464
income_poverty_ratio,2.06,2.0,0.4230769230769231
income_poverty_ratio,2.06,3.0,0.15384615384615385
income_poverty_ratio,2.07,0.0,0.42105263157894735
income_poverty_ratio,2.07,1.0,0.05263157894736842
income_poverty_ratio,2.07,2.0,0.42105263157894735
income_poverty_ratio,2.07,3.0,0.10526315789473684
income_poverty_ratio,2.08,0.0,0.2
income_poverty_ratio,2.08,1.0,0.2
income_poverty_ratio,2.08,2.0,0.4
income_poverty_ratio,2.08,3.0,0.2
income_poverty_ratio,2.09,0.0,0.3125
income_poverty_ratio,2.09,1.0,0.0625
income_poverty_ratio,2.09,2.0,0.25
income_poverty_ratio,2.09,3.0,0.375
income_poverty_ratio,2.1,0.0,0.3684210526315789
income_poverty_ratio,2.1,1.0,0.0
income_poverty_ratio,2.1,2.0,0.5789473684210527
income_poverty_ratio,2.1,3.0,0.05263157894736842
income_poverty_ratio,2.11,0.0,0.4117647058823529
income_poverty_ratio,2.11,1.0,0.058823529411764705
income_poverty_ratio,2.11,2.0,0.35294117647058826
income_poverty_ratio,2.11,3.0,0.17647058823529413
income_poverty_ratio,2.12,0.0,0.4117647058823529
income_poverty_ratio,2.12,1.0,0.058823529411764705
income_poverty_ratio,2.12,2.0,0.35294117647058826
income_poverty_ratio,2.12,3.0,0.17647058823529413
income_poverty_ratio,2.13,0.0,0.3333333333333333
income_poverty_ratio,2.13,1.0,0.0
income_poverty_ratio,2.13,2.0,0.3333333333333333
income_poverty_ratio,2.13,3.0,0.3333333333333333
income_poverty_ratio,2.14,0.0,0.23076923076923078
income_poverty_ratio,2.14,1.0,0.0
income_poverty_ratio,2.14,2.0,0.46153846153846156
income_poverty_ratio,2.14,3.0,0.3076923076923077
income_poverty_ratio,2.15,0.0,0.47368421052631576
income_poverty_ratio,2.15,1.0,0.0
income_poverty_ratio,2.15,2.0,0.15789473684210525
income_poverty_ratio,2.15,3.0,0.3684210526315789
income_poverty_ratio,2.16,0.0,0.4
income_poverty_ratio,2.16,1.0,0.05
income_poverty_ratio,2.16,2.0,0.35
income_poverty_ratio,2.16,3.0,0.2
income_poverty_ratio,2.17,0.0,0.3076923076923077
income_poverty_ratio,2.17,1.0,0.0
income_poverty_ratio,2.17,2.0,0.23076923076923078
income_poverty_ratio,2.17,3.0,0.46153846153846156
income_poverty_ratio,2.18,0.0,0.4166666666666667
income_poverty_ratio,2.18,1.0,0.041666666666666664
income_poverty_ratio,2.18,2.0,0.20833333333333334
income_poverty_ratio,2.18,3.0,0.3333333333333333
income_poverty_ratio,2.19,0.0,0.5384615384615384
income_poverty_ratio,2.19,1.0,0.07692307692307693
income_poverty_ratio,2.19,2.0,0.2692307692307692
income_poverty_ratio,2.19,3.0,0.11538461538461539
income_poverty_ratio,2.2,0.0,0.5
income_poverty_ratio,2.2,1.0,0.0625
income_poverty_ratio,2.2,2.0,0.25
income_poverty_ratio,2.2,3.0,0.1875
income_poverty_ratio,2.21,0.0,0.6666666666666666
income_poverty_ratio,2.21,1.0,0.0
income_poverty_ratio,2.21,2.0,0.3333333333333333
income_poverty_ratio,2.21,3.0,0.0
income_poverty_ratio,2.22,0.0,0.4
income_poverty_ratio,2.22,1.0,0.0
income_poverty_ratio,2.22,2.0,0.3
income_poverty_ratio,2.22,3.0,0.3
income_poverty_ratio,2.23,0.0,0.30434782608695654
income_poverty_ratio,2.23,1.0,0.0
income_poverty_ratio,2.23,2.0,0.4782608695652174
income_poverty_ratio,2.23,3.0,0.21739130434782608
income_poverty_ratio,2.24,0.0,0.3888888888888889
income_poverty_ratio,2.24,1.0,0.0
income_poverty_ratio,2.24,2.0,0.3888888888888889
income_poverty_ratio,2.24,3.0,0.2222222222222222
income_poverty_ratio,2.25,0.0,0.5714285714285714
income_poverty_ratio,2.25,1.0,0.0
income_poverty_ratio,2.25,2.0,0.2857142857142857
income_poverty_ratio,2.25,3.0,0.14285714285714285
income_poverty_ratio,2.26,0.0,0.625
income_poverty_ratio,2.26,1.0,0.0625
income_poverty_ratio,2.26,2.0,0.125
income_poverty_ratio,2.26,3.0,0.1875
income_poverty_ratio,2.27,0.0,0.25
income_poverty_ratio,2.27,1.0,0.16666666666666666
income_poverty_ratio,2.27,2.0,0.4166666666666667
income_poverty_ratio,2.27,3.0,0.16666666666666666
income_poverty_ratio,2.28,0.0,0.5714285714285714
income_poverty_ratio,2.28,1.0,0.0
income_poverty_ratio,2.28,2.0,0.42857142857142855
income_poverty_ratio,2.28,3.0,0.0
income_poverty_ratio,2.29,0.0,0.5
income_poverty_ratio,2.29,1.0,0.1
income_poverty_ratio,2.29,2.0,0.2
income_poverty_ratio,2.29,3.0,0.2
income_poverty_ratio,2.3,0.0,0.5
income_poverty_ratio,2.3,1.0,0.1
income_poverty_ratio,2.3,2.0,0.1
income_poverty_ratio,2.3,3.0,0.3
income_poverty_ratio,2.31,0.0,0.5
income_poverty_ratio,2.31,1.0,0.05
income_poverty_ratio,2.31,2.0,0.25
income_poverty_ratio,2.31,3.0,0.2
income_poverty_ratio,2.32,0.0,0.5
income_poverty_ratio,2.32,1.0,0.0
income_poverty_ratio,2.32,2.0,0.1
income_poverty_ratio,2.32,3.0,0.4
income_poverty_ratio,2.33,0.0,0.2222222222222222
income_poverty_ratio,2.33,1.0,0.0
income_poverty_ratio,2.33,2.0,0.3333333333333333
income_poverty_ratio,2.33,3.0,0.4444444444444444
income_poverty_ratio,2.34,0.0,0.3333333333333333
income_poverty_ratio,2.34,1.0,0.0
